text_features,speeding,signal_violation,careless_driving,distracted,wrong_lane,drink_drive,LATITUDE,LONGITUDE
following too closely unspecified,0,0,1,0,0,0,40.70239,-73.924644
driver inattention/distraction unspecified,0,0,0,1,0,0,40.639996,-74.02442
other vehicular other vehicular,0,0,0,0,0,0,40.74105,-73.72587
unsafe lane changing unspecified,0,0,1,0,0,0,40.66484,-73.82229
pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.73207,-73.94462
other vehicular traffic control disregarded,0,1,0,0,0,0,40.8037,-73.93582
traffic control disregarded unspecified,0,1,0,0,0,0,40.74456,-73.93076
passing or lane usage improper unspecified,0,0,0,0,0,0,40.69222,-73.847496
other vehicular other vehicular unspecified,0,0,0,0,0,0,40.818474,-73.95332
driver inattention/distraction unspecified,0,0,0,1,0,0,40.60729,-74.14086
following too closely unspecified,0,0,1,0,0,0,40.65206,-73.94973
unspecified unspecified,0,0,0,0,0,0,40.645596,-73.999054
unspecified unspecified,0,0,0,0,0,0,40.759163,-73.97675
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.88611,-73.86292
driver inexperience unspecified,0,0,0,0,0,0,40.659275,-73.889
driver inattention/distraction unspecified,0,0,0,1,0,0,40.64005,-74.089355
driver inattention/distraction unspecified,0,0,0,1,0,0,40.752068,-73.862854
driver inattention/distraction,0,0,0,1,0,0,40.704773,-74.00975
backing unsafely unspecified,0,0,0,0,0,0,40.67477,-73.860306
driver inattention/distraction unspecified,0,0,0,1,0,0,40.764187,-73.86258
reaction to uninvolved vehicle,0,0,0,0,0,0,40.7441,-73.99565
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.700546,-73.917076
driver inattention/distraction unspecified,0,0,0,1,0,0,40.711685,-73.74672
driver inattention/distraction unspecified,0,0,0,1,0,0,40.62135,-74.15131
unspecified unspecified,0,0,0,0,0,0,40.700836,-73.99495
unspecified unspecified,0,0,0,0,0,0,40.815754,-73.883934
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.826275,-73.85971
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.689194,-73.75365
failure to yield right-of-way,0,1,0,0,0,0,40.76979,-73.988075
driver inattention/distraction unspecified,0,0,0,1,0,0,40.84812,-73.92971
failure to yield right-of-way,0,1,0,0,0,0,40.827774,-73.945755
driver inattention/distraction unspecified,0,0,0,1,0,0,40.639984,-74.08663
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74121,-73.84277
unspecified,0,0,0,0,0,0,40.735424,-73.974754
passing or lane usage improper unspecified,0,0,0,0,0,0,40.668606,-73.78168
driver inattention/distraction unspecified,0,0,0,1,0,0,40.84835,-73.85573
passing or lane usage improper driver inattention/distraction,0,0,0,1,0,0,40.693905,-73.94892
driver inattention/distraction unspecified,0,0,0,1,0,0,40.68837,-73.944916
driver inattention/distraction unspecified,0,0,0,1,0,0,40.7495,-73.94667
driver inattention/distraction unspecified,0,0,0,1,0,0,40.57089,-74.14791
unspecified unspecified,0,0,0,0,0,0,40.635494,-74.00957
unspecified,0,0,0,0,0,0,40.726135,-73.76318
driver inattention/distraction unspecified,0,0,0,1,0,0,40.774227,-73.98112
driver inattention/distraction unspecified,0,0,0,1,0,0,40.65571,-73.95891
unspecified unspecified,0,0,0,0,0,0,40.622086,-73.984276
failure to yield right-of-way,0,1,0,0,0,0,40.680008,-73.82305
other vehicular other vehicular,0,0,0,0,0,0,40.83112,-73.9419
turning improperly unspecified,0,0,0,0,0,0,40.673313,-73.97309
driver inattention/distraction unspecified,0,0,0,1,0,0,40.64861,-73.99952
following too closely unspecified,0,0,1,0,0,0,40.822815,-73.895485
unspecified unspecified,0,0,0,0,0,0,40.812237,-73.909424
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.82803,-73.934845
unspecified,0,0,0,0,0,0,40.65906,-73.88459
unspecified unspecified,0,0,0,0,0,0,40.67834,-73.95521
passing too closely unspecified,0,0,1,0,0,0,40.75265,-73.99056
view obstructed/limited unspecified,0,0,0,0,0,0,40.596478,-73.96523
following too closely unspecified,0,0,1,0,0,0,40.772495,-73.8303
unspecified unspecified,0,0,0,0,0,0,40.67102,-73.74893
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.678932,-73.96197
traffic control disregarded traffic control disregarded unspecified,0,1,0,0,0,0,40.63926,-73.93777
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.655403,-73.85259
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.61578,-73.99995
unspecified,0,0,0,0,0,0,40.536892,-74.15944
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.634117,-73.94588
driver inattention/distraction unspecified,0,0,0,1,0,0,40.695377,-73.94921
pedestrian/bicyclist/other pedestrian error/confusion unspecified,0,0,0,0,0,0,40.756035,-73.98695
unspecified,0,0,0,0,0,0,40.771946,-73.952995
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.83997,-73.87792
driver inattention/distraction unspecified,0,0,0,1,0,0,40.749866,-73.86273
driver inattention/distraction unspecified,0,0,0,1,0,0,40.687176,-73.9814
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.666378,-73.847694
unspecified unspecified,0,0,0,0,0,0,40.73769,-73.76846
unspecified,0,0,0,0,0,0,40.74152,-73.904594
unspecified unspecified,0,0,0,0,0,0,40.764626,-73.99555
passing or lane usage improper unspecified,0,0,0,0,0,0,40.89306,-73.858734
passing or lane usage improper unspecified,0,0,0,0,0,0,40.66743,-73.76676
following too closely unspecified,0,0,1,0,0,0,40.843678,-73.871956
passing too closely,0,0,1,0,0,0,40.87829,-73.87006
driver inattention/distraction,0,0,0,1,0,0,40.746353,-73.91617
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.84869,-73.90329
driver inattention/distraction,0,0,0,1,0,0,40.88971,-73.85603
unspecified,0,0,0,0,0,0,40.762287,-73.97027
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.65937,-73.8826
unspecified,0,0,0,0,0,0,40.579052,-73.98415
alcohol involvement unspecified,0,0,0,0,0,1,40.80114,-73.93769
unsafe speed unspecified,0,0,0,0,0,0,40.700726,-73.94194
driver inattention/distraction unspecified,0,0,0,1,0,0,40.759285,-73.85809
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.60345,-74.009
unspecified,0,0,0,0,0,0,40.62026,-74.16774
traffic control disregarded unspecified,0,1,0,0,0,0,40.703434,-73.74051
unspecified unspecified,0,0,0,0,0,0,40.64235,-73.97937
passing too closely unspecified,0,0,1,0,0,0,40.707928,-73.78383
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.718174,-73.98704
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.76974,-73.982124
driver inattention/distraction unspecified,0,0,0,1,0,0,40.752663,-73.87633
unspecified,0,0,0,0,0,0,40.65331,-73.95942
other vehicular other vehicular,0,0,0,0,0,0,40.84353,-73.89401
following too closely unspecified unspecified,0,0,1,0,0,0,40.731125,-74.004234
driver inattention/distraction,0,0,0,1,0,0,40.7014,-73.91858
unsafe lane changing unspecified,0,0,1,0,0,0,40.757725,-73.86372
unspecified,0,0,0,0,0,0,40.703938,-73.87605
unspecified,0,0,0,0,0,0,40.663124,-73.8902
unspecified unspecified,0,0,0,0,0,0,40.835648,-73.88862
unsafe speed unspecified,0,0,0,0,0,0,40.76419,-73.861664
unspecified unspecified,0,0,0,0,0,0,40.647243,-73.96048
unspecified unspecified,0,0,0,0,0,0,40.815205,-73.947495
following too closely unspecified,0,0,1,0,0,0,40.681145,-73.84013
passing or lane usage improper unspecified,0,0,0,0,0,0,40.696384,-73.86017
unspecified,0,0,0,0,0,0,40.709206,-73.99607
unspecified unspecified,0,0,0,0,0,0,40.64254,-73.87652
unsafe speed driver inattention/distraction,0,0,0,1,0,0,40.53171,-74.202896
unspecified unspecified,0,0,0,0,0,0,40.667576,-73.72951
driver inattention/distraction unspecified,0,0,0,1,0,0,40.608807,-73.924126
backing unsafely unspecified,0,0,0,0,0,0,40.831635,-73.91894
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.832787,-73.850235
unspecified,0,0,0,0,0,0,40.649654,-73.92047
traffic control disregarded unspecified,0,1,0,0,0,0,40.672405,-73.730515
passing or lane usage improper unspecified,0,0,0,0,0,0,40.879623,-73.86834
unspecified,0,0,0,0,0,0,40.814438,-73.89308
unspecified,0,0,0,0,0,0,40.742104,-73.702194
driver inattention/distraction unspecified,0,0,0,1,0,0,40.723507,-73.98541
unspecified unspecified,0,0,0,0,0,0,40.66602,-73.896324
following too closely unspecified,0,0,1,0,0,0,40.691536,-73.99912
fell asleep unspecified unspecified,0,0,0,0,0,0,40.663948,-73.98073
following too closely unspecified,0,0,1,0,0,0,40.696865,-73.81535
backing unsafely,0,0,0,0,0,0,40.855972,-73.869896
driver inattention/distraction unspecified,0,0,0,1,0,0,40.642563,-74.08653
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.616364,-74.15676
driver inexperience unspecified,0,0,0,0,0,0,40.64467,-73.9256
unspecified,0,0,0,0,0,0,40.843517,-73.83295
view obstructed/limited unspecified,0,0,0,0,0,0,40.57256,-74.1189
passing or lane usage improper unspecified,0,0,0,0,0,0,40.829502,-73.87462
driver inattention/distraction unspecified,0,0,0,1,0,0,40.676598,-73.93039
driver inattention/distraction unspecified,0,0,0,1,0,0,40.608826,-74.00983
driver inattention/distraction unspecified,0,0,0,1,0,0,40.779495,-73.9535
driver inattention/distraction unspecified,0,0,0,1,0,0,40.686066,-73.971436
unsafe lane changing unspecified,0,0,1,0,0,0,40.693295,-73.80802
driver inattention/distraction unspecified,0,0,0,1,0,0,40.743156,-73.91871
driver inattention/distraction unspecified,0,0,0,1,0,0,40.781666,-73.986694
other vehicular passing too closely,0,0,1,0,0,0,40.711323,-73.95464
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.620525,-74.03228
unsafe speed unspecified,0,0,0,0,0,0,40.830906,-73.8736
unspecified unspecified,0,0,0,0,0,0,40.80142,-73.93446
passing too closely unspecified,0,0,1,0,0,0,40.701195,-73.91409
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.75829,-73.83431
unspecified,0,0,0,0,0,0,40.669735,-73.93104
passing too closely unspecified,0,0,1,0,0,0,40.82628,-73.87673
unspecified unspecified,0,0,0,0,0,0,40.74648,-73.8723
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.710907,-73.842575
driver inattention/distraction,0,0,0,1,0,0,40.696686,-73.9378
driver inattention/distraction unspecified,0,0,0,1,0,0,40.766144,-73.99724
unspecified,0,0,0,0,0,0,40.745384,-73.99471
driver inattention/distraction unspecified,0,0,0,1,0,0,40.66053,-73.93234
unspecified unspecified,0,0,0,0,0,0,40.669754,-73.904
other vehicular other vehicular,0,0,0,0,0,0,0.0,0.0
driver inattention/distraction unspecified,0,0,0,1,0,0,40.616684,-74.08688
passing or lane usage improper unspecified,0,0,0,0,0,0,40.789017,-73.81865
driver inattention/distraction,0,0,0,1,0,0,40.816765,-73.86475
illnes unspecified unspecified,0,0,0,0,0,0,40.601017,-73.95066
driver inattention/distraction unspecified,0,0,0,1,0,0,40.76363,-73.9533
fell asleep unspecified unspecified,0,0,0,0,0,0,40.687622,-73.77881
passing too closely unspecified,0,0,1,0,0,0,40.68501,-73.842026
driver inattention/distraction unspecified,0,0,0,1,0,0,40.832954,-73.85444
driver inattention/distraction unspecified,0,0,0,1,0,0,40.820137,-73.89029
driver inexperience,0,0,0,0,0,0,40.77178,-73.9792
unspecified,0,0,0,0,0,0,40.7639,-73.88064
unspecified,0,0,0,0,0,0,40.670723,-73.87519
unspecified,0,0,0,0,0,0,40.679768,-73.894005
turning improperly unspecified,0,0,0,0,0,0,40.747078,-73.981346
unspecified unspecified,0,0,0,0,0,0,40.826275,-73.85971
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.842007,-73.85755
unspecified,0,0,0,0,0,0,40.59957,-73.76422
unspecified unspecified,0,0,0,0,0,0,40.623444,-74.14917
aggressive driving/road rage unspecified,0,0,0,0,0,0,40.85139,-73.941216
unspecified unspecified,0,0,0,0,0,0,40.668278,-73.92005
unspecified,0,0,0,0,0,0,40.70212,-73.81066
passing or lane usage improper unspecified,0,0,0,0,0,0,40.60855,-74.13216
unspecified,0,0,0,0,0,0,40.849285,-73.93894
other vehicular unsafe lane changing,0,0,1,0,0,0,40.73274,-73.86836
passing or lane usage improper unspecified unspecified,0,0,0,0,0,0,40.87446,-73.91002
following too closely unspecified,0,0,1,0,0,0,40.666924,-73.78447
unspecified unspecified,0,0,0,0,0,0,40.62685,-73.97643
alcohol involvement unspecified unspecified,0,0,0,0,0,1,40.86357,-73.92602
driver inattention/distraction unspecified,0,0,0,1,0,0,40.751575,-73.85584
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.659473,-74.00244
turning improperly unspecified,0,0,0,0,0,0,40.81813,-73.89101
passing too closely unspecified,0,0,1,0,0,0,40.836555,-73.87135
driver inattention/distraction backing unsafely,0,0,0,1,0,0,40.63054,-74.11365
pedestrian/bicyclist/other pedestrian error/confusion pedestrian/bicyclist/other pedestrian error/confusion,0,0,0,0,0,0,40.69925,-73.973206
unspecified,0,0,0,0,0,0,40.647766,-73.95816
failure to yield right-of-way passing or lane usage improper,0,1,0,0,0,0,40.710747,-73.9532
unspecified unspecified,0,0,0,0,0,0,40.753113,-73.93371
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.674786,-73.8762
unspecified,0,0,0,0,0,0,40.881466,-73.838234
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74128,-73.90257
unspecified unspecified unspecified,0,0,0,0,0,0,40.580814,-74.00179
unspecified unspecified,0,0,0,0,0,0,40.73736,-73.99685
turning improperly unspecified,0,0,0,0,0,0,40.8337,-73.879845
driver inexperience unspecified unspecified,0,0,0,0,0,0,40.721592,-73.7576
unspecified,0,0,0,0,0,0,40.74677,-73.88952
unspecified unspecified,0,0,0,0,0,0,40.88604,-73.90985
turning improperly,0,0,0,0,0,0,40.748367,-73.87693
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.62987,-73.977005
unspecified,0,0,0,0,0,0,40.592407,-73.96681
driver inattention/distraction unspecified,0,0,0,1,0,0,40.65133,-73.90607
backing unsafely unspecified,0,0,0,0,0,0,40.84698,-73.91065
driver inattention/distraction unspecified,0,0,0,1,0,0,40.57275,-73.997055
driver inattention/distraction driver inattention/distraction unspecified,0,0,0,1,0,0,40.677715,-73.93587
driver inattention/distraction unspecified,0,0,0,1,0,0,40.746334,-73.89633
unspecified unspecified,0,0,0,0,0,0,40.7295,-73.84571
reaction to uninvolved vehicle unspecified unspecified,0,0,0,0,0,0,40.681484,-73.940636
unspecified unspecified,0,0,0,0,0,0,40.819748,-73.91427
passing too closely unspecified unspecified,0,0,1,0,0,0,40.68021,-73.975845
following too closely unspecified,0,0,1,0,0,0,40.710514,-73.95614
passing or lane usage improper unspecified,0,0,0,0,0,0,40.694496,-73.91482
driver inattention/distraction,0,0,0,1,0,0,40.73181,-73.866646
unspecified unspecified,0,0,0,0,0,0,40.75043,-73.87781
backing unsafely unspecified,0,0,0,0,0,0,40.755154,-73.98086
following too closely unspecified,0,0,1,0,0,0,40.650467,-73.92443
turning improperly unspecified,0,0,0,0,0,0,40.66929,-73.842445
following too closely following too closely,0,0,1,0,0,0,40.587433,-73.812325
turning improperly unspecified,0,0,0,0,0,0,40.63165,-74.08762
unspecified,0,0,0,0,0,0,40.76165,-73.82715
unspecified,0,0,0,0,0,0,40.828976,-73.87641
following too closely unspecified,0,0,1,0,0,0,40.81194,-73.92556
unspecified,0,0,0,0,0,0,40.835384,-73.93096
reaction to uninvolved vehicle,0,0,0,0,0,0,40.696663,-73.98085
passing too closely unspecified,0,0,1,0,0,0,40.840603,-73.91152
other vehicular unspecified,0,0,0,0,0,0,40.700768,-73.990944
unspecified,0,0,0,0,0,0,40.675835,-74.01073
unspecified,0,0,0,0,0,0,40.75337,-73.974655
turning improperly unspecified,0,0,0,0,0,0,40.82,-73.95887
unspecified unspecified,0,0,0,0,0,0,40.818733,-73.96109
unspecified,0,0,0,0,0,0,40.68265,-73.96211
passing too closely unspecified,0,0,1,0,0,0,40.847816,-73.89663
other vehicular unspecified,0,0,0,0,0,0,40.709316,-73.94354
driver inattention/distraction,0,0,0,1,0,0,40.683804,-73.833534
driver inattention/distraction unspecified,0,0,0,1,0,0,40.74701,-73.977196
driver inattention/distraction passing or lane usage improper,0,0,0,1,0,0,40.68366,-73.90788
unspecified unspecified,0,0,0,0,0,0,40.810997,-73.905846
unspecified,0,0,0,0,0,0,40.81152,-73.89448
unspecified unspecified,0,0,0,0,0,0,40.62256,-74.163445
unsafe speed unspecified,0,0,0,0,0,0,40.89687,-73.87645
unspecified,0,0,0,0,0,0,40.785038,-73.94104
unspecified,0,0,0,0,0,0,40.70145,-73.83132
unsafe speed unspecified,0,0,0,0,0,0,40.667522,-73.78063
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.72949,-73.99333
traffic control disregarded unspecified unspecified,0,1,0,0,0,0,40.902397,-73.84668
passenger distraction unspecified,0,0,0,1,0,0,40.66855,-73.90079
failure to yield right-of-way unspecified unspecified,0,1,0,0,0,0,40.67461,-73.80428
unsafe speed,0,0,0,0,0,0,40.885563,-73.85162
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.665993,-73.8858
unsafe speed unspecified unspecified,0,0,0,0,0,0,40.74233,-73.83764
unspecified unspecified,0,0,0,0,0,0,40.637215,-73.96555
passing too closely unspecified unspecified,0,0,1,0,0,0,40.83794,-73.94052
backing unsafely unspecified,0,0,0,0,0,0,40.868103,-73.89351
driver inattention/distraction unspecified,0,0,0,1,0,0,40.83517,-73.8668
driver inattention/distraction unspecified,0,0,0,1,0,0,40.746353,-73.91617
unspecified unspecified unspecified,0,0,0,0,0,0,40.64401,-73.944954
driver inattention/distraction driver inattention/distraction,0,0,0,1,0,0,40.814575,-73.95539
unspecified,0,0,0,0,0,0,40.683857,-73.806755
driver inattention/distraction unspecified,0,0,0,1,0,0,40.580193,-73.944916
driver inattention/distraction unspecified,0,0,0,1,0,0,40.654133,-73.91234
unsafe speed unspecified,0,0,0,0,0,0,40.63413,-73.928505
backing unsafely,0,0,0,0,0,0,40.72066,-73.983284
driver inattention/distraction unspecified,0,0,0,1,0,0,40.7242,-73.93765
backing unsafely,0,0,0,0,0,0,40.867107,-73.92283
driver inattention/distraction unspecified,0,0,0,1,0,0,40.669975,-73.91988
unspecified,0,0,0,0,0,0,40.716793,-73.88876
unsafe speed,0,0,0,0,0,0,40.629353,-73.884766
passing or lane usage improper unspecified,0,0,0,0,0,0,40.726814,-73.83846
driver inattention/distraction unspecified unspecified,0,0,0,1,0,0,40.63204,-74.154755
unspecified,0,0,0,0,0,0,40.76675,-73.7826
driver inattention/distraction unspecified,0,0,0,1,0,0,40.749176,-73.8897
failure to yield right-of-way unspecified,0,1,0,0,0,0,40.69756,-73.85275
reaction to uninvolved vehicle,0,0,0,0,0,0,40.669876,-73.84741
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.838333,-73.89678
driver inattention/distraction unspecified,0,0,0,1,0,0,40.828407,-73.84392
unspecified,0,0,0,0,0,0,40.659206,-73.93702
pavement defective,0,0,0,0,0,0,40.78055,-73.96169
unsafe speed other vehicular other vehicular,0,0,0,0,0,0,40.822308,-73.93859
other vehicular driver inattention/distraction,0,0,0,1,0,0,40.60657,-73.75575
driver inattention/distraction unspecified,0,0,0,1,0,0,40.628,-74.15178
